Date,ABT,ABBV,ABMD,A,ALXN,ALGN,AGN,ABC,AMGN,ANTM,BAX,BDX,BIIB,BSX,BMY,CAH,CNC,CERN,CI,COO,CVS,DHR,DVA,XRAY,EW,GILD,HCA,HSIC,HOLX,HUM,IDXX,ILMN,INCY,ISRG,IQV,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,PKI,PRGO,PFE,DGX,REGN,RMD,STE
2015-01-16 00:00:00,44.49000168,64.54000092,37.91999817,38.25,180.4400024,56.91999817,268.6600037,92.41999817,158.4299927,136.0099945,39.11461258,140.3800049,352.75,14.46000004,62.31000137,82.26000214,27.07250023,65.58999634,107.8899994,159.75,98.73999786,62.5777092,75.05000305,50.75999832,64.58000183,100.7099991,69.83999634,54.70588303,29.03000069,149.9400024,79.74500275,183.8200073,74.37999725,176.8766632,59.58000183,104.0400009,117.0400009,70.68000031,213.9799957,72.76000214,63.02999878,292,56,43.36999893,160.5200043,32.79999924,69.73999786,408.6900024,60.72999954,64.69000244
2015-01-20 00:00:00,44.22000122,63.45000076,37.86999893,37.93000031,183.0599976,56.24000168,269.0100098,92.44000244,157.6000061,137.1300049,39.00597382,140.2799988,363.2799988,14.32999992,62.45000076,81.73999786,26.86000061,64.97000122,108.4599991,160.0200043,98.37000275,62.90371323,75.20999908,50.29999924,64.23000336,103.7799988,67.86000061,54.31372452,29.28000069,148.9700012,80,196.7299957,77.40000153,173.9633331,59.95000076,101.2900009,117.2300034,72.02999878,214.8699951,72.19999695,62.61000061,294.5499878,55.13000107,43.02999878,161.9700012,33.09999847,70.12000275,421.1099854,60.22000122,64.34999847
2015-01-21 00:00:00,44.06000137,62.70000076,37.81000137,38.15999985,179.2599945,55.90000153,275.769989,92.77999878,157.3800049,139.6799927,38.76154327,142.8500061,361.8299866,14.39000034,61.95000076,81.94000244,27.34250069,65.55999756,110.1299973,162.6900024,99.5,63.12357712,75.73000336,50.13999939,64.44000244,103.5800018,69.26999664,54.18039322,29.39999962,153.2799988,79.91500092,191.7700043,77.43000031,172.706665,59.77999878,101.9000015,115.9899979,72.23999786,215.2299957,73.05999756,62.15999985,295.769989,54.59000015,43.38999939,158.8899994,32.63999939,69.51000214,418.1099854,60.09999847,64.52999878
2015-01-22 00:00:00,44.49000168,62.97999954,38.93999863,39.65000153,180.3200073,58.00999832,278.0100098,94.15000153,159.5700073,142.8600006,39.25040817,145.1699982,353.6499939,14.93000031,62.09000015,83.91999817,27.84000015,67.16999817,112.1800003,164.1000061,100.2799988,64.06368256,76.15000153,50.88000107,65.16999817,105.1399994,70.40000153,55.90588379,29.51000023,153.6499939,82.66999817,193.8899994,77.61000061,175.1266632,60.54000092,103.7600021,118.8700027,72.45999908,218.8899994,75.48000336,62.59000015,304.769989,54.43999863,43.84000015,156.2100067,32.81000137,72.01000214,420.8099976,61.86000061,66.01000214
2015-01-23 00:00:00,43.86000061,62.43000031,39.47999954,38.81000137,183.3200073,57.45999908,279.1199951,94.73000336,159.8099976,140.7700043,38.79956436,143.3999939,357.5299988,14.84000015,62.06999969,83.47000122,27.60750008,67.22000122,109.9700012,161.75,100.6200027,63.79075241,75.84999847,50.88999939,64.81500244,105.5400009,68.63999939,56.20784378,29.35000038,151.4700012,83.52999878,197.1600037,79.90000153,172.5233307,60.97000122,102.1999969,117.2900009,72.12999725,217.6699982,76.94999695,62.49000168,303.0499878,54.20999908,44.29000092,157,32.45000076,70.88999939,420.2099915,65.23999786,66.18000031
2015-01-26 00:00:00,44.15000153,62.83000183,39.56999969,39.15000153,182.7599945,58.20000076,285.019989,95.84999847,159.7299957,138.6999969,38.50081635,143.4900055,362.4400024,14.96000004,62.45999908,84.75,27.95000076,68.12000275,109.4100037,162.2100067,101.0100021,63.42683792,76.19000244,50.75,65.06999969,107.1100006,73,56.30980301,29.62000084,152,83.05000305,201.6799927,82.94999695,173.6699982,61.95999908,102.2600021,117.1900024,72.11000061,218.9400024,75.58999634,62.81999969,303.5,56.79999924,44.43999863,157.5299988,32.79999924,71.55000305,423.769989,67.16999817,67.23000336
2015-01-27 00:00:00,43.68000031,63.09999847,38.63000107,38.75,180.3600006,58.75,280.2000122,95.91999817,158.8899994,137.7799988,38.38131332,142.2200012,357.8900146,14.73999977,61.99000168,84.69999695,27.81749916,67.52999878,108.8300018,162.5800018,100.8199997,64.16982269,76.04000092,50.49000168,64.69000244,105.0299988,72.41999817,55.97647095,29.61000061,150.75,82.44000244,203.25,83.06999969,169.7366638,61.90000153,102.0899963,116.2900009,71.73000336,217.7100067,75.26000214,62.56000137,298.5,56.29999924,43.93999863,156.0099945,32.59999847,71.31999969,415.7399902,65.19999695,66.69000244
2015-01-28 00:00:00,43.40999985,61.84999847,49.93999863,38,177.7799988,58.56999969,273.8800049,96.37000275,154.6399994,133.5800018,38.10972214,140.8200073,351.1799927,14.59000015,61.33000183,85.38999939,27.42250061,66.87000275,108.6999969,160.0800018,99.59999847,62.81273651,75.51999664,49.99000168,64.43499756,102.4499969,71.5,55.13333511,29.61000061,148.9100037,81.06500244,197.8600006,81.44000244,167.5200043,61.65999985,101.4800034,115.4899979,70.97000122,217.9400024,73.41000366,61.45000076,299.769989,55.24000168,44.49000168,153.5099945,31.95000076,70.56999969,408,63.31999969,65.36000061
2015-01-29 00:00:00,45.25999832,63.11999893,52.25,38.45999908,188.0500031,58.66999817,273.25,96.33999634,156.3699951,137.1000061,38.77240753,140.3099976,353.25,14.85000038,61.13999939,84.81999969,27.69499969,67.27999878,109.6200027,160.1000061,100.1100006,63.63153839,76.13999939,50.72999954,64.63999939,104.1800003,72.19000244,54.90588379,31.12000084,149.6199951,81.66000366,200,81.33999634,168.3266602,61.75999832,102.3799973,116.1200027,72.11000061,219.5299988,73.01000214,62.09000015,305.5599976,54.88999939,44.86000061,154,31.82999992,71.08999634,414.6400146,63.02999878,66.48999786
2015-01-30 00:00:00,44.75999832,60.34999847,51.74000168,37.77000046,183.2400055,53.04999924,266.5400085,95.05000305,152.2599945,134.9600067,38.19120026,138.0800018,389.1600037,14.81000042,60.27000046,83.19000244,27.29000092,66.34999847,106.8300018,157.6499939,98.16000366,62.45640564,75.05999756,50.02999878,62.67499924,104.8300018,70.80000305,54.14509964,30.37000084,146.4400024,79.20999908,195.1900024,79.70999908,164.8266602,60.5,100.1399994,114.7799988,72,212.6499939,71.40000153,60.27999878,303.9500122,53.15000153,45.70999908,151.7400055,31.25,71.06999969,416.6600037,62.47000122,65.22000122
2015-02-02 00:00:00,45.22999954,60.70000076,51.86000061,38.68999863,178.1699982,55.18000031,267.7900085,95.15000153,152.5,135.5,38.31613159,139.5200043,390,14.60999966,60.22999954,82.81999969,27.26000023,66.73000336,107.8799973,157.8200073,99.11000061,63.48749161,75.56999969,50.5,62.74000168,106.1900024,70.18000031,54.41176605,30.25,145.9799957,79.12999725,194.7700043,78.37999725,169.043335,60.56000137,100.8300018,115.5,71.69000244,214.8300018,72.76000214,60.88000107,307.0799866,53.18999863,45.59000015,152.3999939,31.64999962,71.75,413.0899963,62.59000015,64.87000275
2015-02-03 00:00:00,45.83000183,61.65000153,52.88999939,39.61999893,177.5099945,54.68000031,268.3500061,95.63999939,152.2299957,136.9600067,38.26724625,141.2299957,393.8900146,14.64999962,59.86000061,83.41999817,27.87249947,67.26999664,108.6999969,157.8399963,100.1299973,64.45792389,75.59999847,50.70000076,63.5,107.1800003,69.88999939,54.44705963,30.55999947,148.5800018,78.45500183,193,75.95999908,169.5533295,60.27000046,102.4599991,116.8899994,70.88999939,213.1300049,74.79000092,61.02000046,311.2900085,54.59000015,46.83000183,151.3399963,32.02000046,72.55999756,409.2000122,63.52999878,67
2015-02-04 00:00:00,45.16999817,56.90999985,54.15000153,39.11000061,178.2899933,54.29999924,266.230011,95.87000275,151.4499969,137.6499939,38.06083679,139.9199982,391.1199951,14.96000004,59.24000168,83.87000275,28.77499962,66.77999878,110.0999985,160,100.4599991,63.942379,75.95999908,50.66999817,67.42500305,98.43000031,68.95999908,54.78039169,30,150.5399933,77.68499756,192.0299988,73.01999664,168.3066711,60.75,101.3600006,117.0500031,70.22000122,210.8399963,74.12999725,59.04999924,310.4899902,53.22000122,45.99000168,151.4799957,32.06999969,71.59999847,401.3599854,63.11999893,67.15000153
2015-02-05 00:00:00,45.65000153,57.99000168,55.52000046,39.52999878,178.1699982,55,274.6700134,96.33999634,153.3600006,137.2299957,38.76154327,145.2899933,401.7900085,15.13000011,60.22999954,84.43000031,28.67749977,67.01000214,112.2200012,161.5299988,100.7600021,64.80667114,76.76999664,50.79000092,67.41500092,99.90000153,68.84999847,55.36078262,30.27000046,150.3600006,77.98999786,194.5099945,75.25,172.0566711,61.20999908,102.4599991,116.0100021,71.41000366,215.8600006,75.31999969,59.16999817,311.269989,54.29999924,46.59000015,155.0299988,32.99000168,71.30999756,413.8699951,63.90000153,67.73000336
2015-02-06 00:00:00,45.5,56.90000153,57.93999863,39.34000015,175.6300049,54.63000107,276.5499878,97.04000092,151.3999939,135.6900024,38.54970169,143.3200073,402,14.72000027,59.66999817,85.47000122,28.70999908,67.72000122,111.6999969,161.2799988,100.6100006,64.28354645,75.56999969,50.52999878,66.30999756,97.48000336,67.98000336,54.83529282,29.95999908,147.7400055,77.37000275,192.6399994,75.34999847,170.7566681,60.45999908,101.0999985,115.1500015,70.36000061,222.7599945,74.47000122,58.79000092,308.9100037,53.88999939,45.97999954,150.3300018,33.16999817,69.63999939,406.8599854,63.83000183,66.98000336
2015-02-09 00:00:00,44.52000046,55.47999954,56.81000137,39.04000092,171.4199982,55.02000046,272.3099976,95.55999756,150.0099945,134.8800049,37.87072372,140.9499969,396.8800049,14.44999981,58.84999847,84.22000122,28.34749985,66.87000275,111.0199966,158.8300018,99.55999756,64.02577972,74.66999817,50.00999832,64.04000092,96.90000153,67.26000214,54.59999847,30,147.1499939,76.43499756,192.2700043,75.80999756,167.0966644,59.24000168,99.77999878,113.6200027,69.61000061,218.2599945,73.62000275,58.33000183,304.8399963,53,45.47999954,147.8500061,33.06999969,69.08999634,399.7200012,63.25,65.65000153
2015-02-10 00:00:00,44.91999817,56.88999939,57.68999863,39.66999817,176.3899994,55.74000168,279.1400146,96.91000366,152.5700073,138.7400055,38.14774704,141.8099976,395.1300049,14.72000027,59.83000183,85.12000275,29.22249985,67.41000366,113.6999969,161.8999939,101.6800003,64.79151154,75.76999664,51,65.03500366,98.31999969,69.01000214,55.38039398,30.06999969,151.6499939,77.15000153,194.0099945,76.45999908,166.6233368,60.11000061,100.3499985,115.3899994,70.5,222.4499969,74.87000275,58.84999847,302.8800049,53.97000122,45.86999893,149.9600067,34.15000153,70.41999817,400.7099915,63.77999878,66.09999847
2015-02-11 00:00:00,44.93000031,56.68999863,58.90000153,39.33000183,173.5,55.79999924,277.5100098,98.73999786,153.1100006,141.4900055,37.85442734,141.8300018,390,14.57999992,59.31000137,86.08999634,29.77249908,67.70999908,115.0699997,161.9600067,102.5899963,64.94313812,75.94999695,51.56000137,65.79499817,99.98000336,68.97000122,55.68235397,30.04999924,153.3200073,78.63500214,195.6699982,75.95999908,166.3099976,60.68000031,100.3799973,116.7300034,69.94999695,223.7299957,74.38999939,58.74000168,303.4200134,53.75999832,45.93000031,147.7700043,34.25,71.48999786,398.9899902,65.09999847,65.83000183
2015-02-12 00:00:00,45.22000122,57.04999924,59.93000031,40.02000046,176.2700043,57.24000168,281.6600037,99.83000183,153.1799927,142,38.06626892,142.9900055,392.1099854,14.73999977,59.47999954,86.04000092,29.54750061,69.83000183,114.9800034,163.0200043,103,65.65579987,76.38999939,52.41999817,66.16999817,100.8000031,69.01999664,55.86666489,30.25,153.7299957,78.68000031,196.7299957,75.66000366,169.2366638,63.25,98.44000244,116.8399963,70.52999878,224.7700043,74.93000031,58.88000107,307.1300049,54.50999832,46.40000153,150.6799927,34.86999893,71.65000153,401.7399902,65.45999908,65.84999847
2015-02-13 00:00:00,46.09000015,58.04999924,60.38999939,40.15000153,182.2899933,56.90000153,285.3699951,100.3399963,153.4799957,141.0500031,38.23465347,143.7100067,391.6600037,14.97999954,60.04000092,86.08000183,29.54500008,70.98000336,114.4700012,165.1999969,102.6299973,65.81501007,73.09999847,52.74000168,67.11499786,101.9000015,68.54000092,56.14902115,30.45999908,152.6699982,79.54000092,198.5399933,75.94000244,170.2433319,63.31000137,99.62000275,116.9000015,70.55999756,224.8899994,75.26000214,58.81000137,307,55.84999847,46.29999924,150.8999939,34.63999939,71.68000031,402.3999939,66.25,65.5
2015-02-17 00:00:00,46.40999985,58.72000122,60.61999893,40.52000046,178.9700012,57.63000107,286.8999939,100.5999985,154.2400055,141.7599945,37.90874481,143.8200073,397.9100037,14.84000015,60.09999847,86.41000366,30.05750084,69.75,115.4800034,163.3000031,103.5500031,65.80742645,72.77999878,52.65000153,66.51999664,103.8399963,69.31999969,55.81176376,30.51000023,154.8600006,78.00499725,198.8600006,77.80000305,171.3333282,64.01000214,100.4400024,117.2600021,71.55999756,226.0500031,78.06999969,58.79000092,309.1300049,56.52999878,46.31999969,151.8999939,34.58000183,71.75,404.1799927,66.43000031,65.31999969
2015-02-18 00:00:00,46.40999985,59.24000168,60.56999969,41.54000092,180.2899933,56.54000092,284,100.6600037,155.7799988,141.8399963,37.15372086,143.8899994,401.1199951,16.68000031,60.00999832,86.22000122,30.09250069,70.59999847,116.0100021,165.1100006,104.0999985,66.3002243,73.27999878,53.56000137,67.11000061,103.9400024,69,55.72156906,30.82999992,155.3999939,78.33999634,198.6199951,78.97000122,170.9533386,64.61000061,99.95999908,117,71.01000214,225.6399994,78.5,58.79999924,310,56.54999924,46.36999893,150.6000061,34.47999954,71.40000153,405.7999878,65.98000336,65.98999786
2015-02-19 00:00:00,46.61000061,59,60.52000046,41.15000153,182.2799988,56.81000137,289.4400024,101.0100021,156.0500031,142.6499939,36.62140274,143.3899994,406.730011,16.45000076,59.54999924,86.16999817,30.16749954,71.26000214,116.1900024,164.3500061,102.6200027,66.1410141,73.23999786,52.56999969,66.86000061,102.7300034,69.59999847,55.23921585,31.67000008,153.2799988,78.26999664,202.3399963,80.15000153,170.4900055,64.51999664,100.6999969,117.1399994,71.12000275,225.3500061,78.12999725,58.29999924,309.2200012,57.22000122,45.93000031,151.5899963,34.40999985,71.44999695,426.6000061,65.16000366,65.34999847
2015-02-20 00:00:00,47.47999954,61.29999924,60.34999847,41.95000076,186.0200043,56.81000137,295.769989,101.9800034,157.6600037,144.5899963,36.88212967,145.5099945,408.0499878,16.46999931,60.52000046,87.05999756,29.92499924,72.08000183,118.5400009,165.8099976,102.6999969,66.47460175,73.76000214,52.52999878,67.23000336,102.6100006,69.79000092,55.90196228,31.73999977,156.1199951,79.07499695,203.1399994,82.48999786,171.1033325,65.15000153,100.2600021,121.0800018,71.87999725,229.1600037,78.79000092,58.34999847,313.6300049,57.86999893,46.56999969,151.3699951,34.56000137,71.76999664,423.7799988,65.77999878,66.37999725
2015-02-23 00:00:00,47.31999969,60.56999969,61.11999893,41.72999954,184.1399994,56.54000092,292.4500122,102.7600021,158.4199982,147.3500061,37.28408432,146.8800049,408.5799866,16.30999947,61.29000092,88.09999847,30.99500084,73.08000183,121.3899994,165.0200043,103.2600021,65.85292053,73.86000061,52,67.125,104.5100021,70.86000061,56.07843018,31.71999931,164.5200043,79.23000336,200.9499969,83.41000366,171.2333374,64.98999786,100.1800003,122.9000015,71.08999634,229.8200073,79.25,58.29999924,312.4700012,57.65000153,46.75999832,152.0500031,34.38999939,70.98999786,425.1099854,65.81999969,65.54000092
2015-02-24 00:00:00,47.47000122,60.86999893,60.91999817,42.06000137,182.2899933,56.56000137,289.1099854,102.9700012,157.3699951,147.2799988,37.51222229,148.6999969,404.8900146,16.62000084,61.45000076,89.25,30.68000031,72.77999878,120.7600021,164.4299927,103.3600006,65.98938751,72.93000031,52.56999969,66.99500275,104.6999969,70.41000366,55.44705963,31.85000038,164.4400024,78.49500275,199.6999969,81.16999817,170.6233368,64.48999786,100.6999969,122.2099991,70.90000153,230.1999969,79.01999664,58.36000061,313.0400085,57.22000122,47.18000031,153.4799957,34.34000015,70.62000275,420.6400146,65.37999725,65.36000061
2015-02-25 00:00:00,47.40000153,60.61999893,60.16999817,42.20000076,184.8999939,56.15999985,290.3999939,103.2900009,158.0800018,146.9700012,37.40358353,148.1100006,408.9400024,16.92000008,61.22000122,88.30000305,30.82500076,72.69000244,121.1800003,163.4600067,103.4400024,66.12585449,73.93000031,53.22999954,67.02500153,104.4300003,70.98000336,55.29803848,32.06000137,165.3699951,78.54499817,196.2200012,85.65000153,169.2200012,65.02999878,101.2099991,122.4000015,70.36000061,229.6000061,78.62999725,58.49000168,316.9200134,56.5,46.95999908,152.7299957,34.65999985,71.29000092,423.0400085,65.26999664,64.80000305
2015-02-26 00:00:00,47.61000061,60.52000046,61,42.36000061,183.1100006,56.43000031,289.7799988,102.9800034,158.9700012,146.7200012,37.30038071,148.5399933,410.1000061,16.81999969,61.45999908,88.16999817,30.59000015,72.77999878,121.5899963,165.4499969,104.1699982,66.57315826,74.30000305,53.63999939,67.44999695,104.1900024,72.26999664,55.07450867,32.20999908,163.3500061,79.01499939,198.4600067,87.54000092,168.7766724,64.94999695,102.8000031,124.5100021,70.02999878,229.4600067,78.80999756,58.95999908,314.6600037,57.25,47,155.25,34.59000015,71.09999847,419.8699951,64.23999786,64.29000092
2015-02-27 00:00:00,47.36999893,60.5,60.79000092,42.20999908,180.3699951,57.34999847,291.3599854,102.7600021,157.7200012,146.4499969,37.56110764,146.7200012,409.5899963,16.89999962,60.91999817,87.98999786,30.72999954,72.05999756,121.6299973,163.9700012,103.8700027,66.17134094,74.59999847,53.00999832,66.51000214,103.5299988,71.54000092,54.92156982,32.38000107,164.3800049,78.41500092,195.4600067,85.84999847,166.6666718,64.98000336,102.5100021,123.0299988,70.16999817,228.6999969,77.58999634,58.54000092,314.1700134,57.33000183,47,154.4700012,34.31999969,70.13999939,413.8399963,64.36000061,64.51999664
2015-03-02 00:00:00,47.22000122,60.45999908,62.18999863,42.70000076,184.6199951,57.75999832,297.3099976,103.0999985,159.6300049,146.9299927,38.00108719,148.0399933,415.7900085,17.05999947,62.29999924,89.51999664,31.06999969,72.37999725,122.4800034,165.7299957,104.1900024,66.31539154,75.55999756,53.41999817,67.92500305,103.8300018,71.98999786,55.63921738,32.68000031,162,79.73000336,194.0599976,88.68000031,167.7533264,65.54000092,103.2200012,123.3600006,71.12000275,228.2200012,78.83000183,58.58000183,317.519989,57.88999939,47.15000153,157.5500031,34.77000046,70.90000153,418.4400024,64.76000214,64.98999786
2015-03-03 00:00:00,47.09000015,59.61999893,60.15000153,42.25999832,182.5099945,56.97000122,296.230011,103.0400009,158.5599976,145.9900055,37.70776749,146.2599945,412.7900085,16.76000023,61.91999817,88.43000031,31.07999992,71.91999817,121.1100006,164.7700043,103.4499969,65.99697113,75.88999939,53.08000183,67.29000092,102.7900009,70.79000092,55.20392227,32.56999969,160.25,78.61499786,196.0299988,87.94999695,169.6900024,65.54000092,102.3399963,123.8600006,70.37000275,227.6900024,78.02999878,58.34000015,315.1900024,55.43999863,46.90000153,156.2200012,34.56000137,70.98000336,412.5100098,64.48999786,63.41999817
2015-03-04 00:00:00,47.00999832,60.27000046,61.24000168,42,182.5299988,57.15000153,296.1400146,103.4800034,159.1900024,146.5500031,37.61542511,148.3600006,414.1300049,16.79000092,65.66999817,89.02999878,31.13999939,71.90000153,121.8600006,164.2599945,103.0800018,65.28430939,76.75,52.29999924,67.87999725,103.0599976,74.93000031,55.24313736,32.34999847,160.2200012,78.78500366,192.6799927,87.91000366,166.8533325,64.93000031,101.6500015,123.9000015,70.65000153,227.6699982,78.19000244,57.88000107,312.980011,55.61000061,46.5,158,34.63999939,71.76999664,413.0400085,64.83999634,63.29000092
2015-03-05 00:00:00,47.43999863,56.86000061,61.38000107,42.22000122,185.7899933,57.88999939,295.7000122,103.6399994,159.6000061,146.8500061,37.59370041,149.5,425.6099854,16.96999931,66.05000305,88.94999695,31.625,72.51000214,122.5100021,165.2599945,103.3600006,65.4586792,76.93000031,52.63999939,67.82499695,103.4199982,72.91000366,55.14509964,32.43999863,162.1100006,78.94499969,200.1300049,91.97000122,166.5066681,65.69999695,102.5199966,123.2799988,70.58999634,229.1999969,78.5,57.97999954,313.6600037,56.68999863,47.27999878,160,34.47000122,72.30999756,428.9500122,65.70999908,64.26000214
2015-03-06 00:00:00,46.5,55.63999939,60.34999847,41.52999878,181.6499939,57.09000015,289.9200134,102.2600021,154.8800049,145.1600037,36.78978729,144.8800049,417.6300049,16.55999947,65.12000275,87.01000214,31.41500092,69.97000122,120.5699997,180.2599945,101.9000015,64.60955048,77.62999725,51.59999847,66.5,101.8099976,72.81999969,54.05490112,32.15999985,159.7299957,77.26499939,193.1399994,90,164.6799927,65.30000305,100.1100006,121.6999969,68.41000366,224.6000061,76.48000336,56.84000015,310.9700012,55.43999863,46.56999969,156.8300018,33.97000122,71.18000031,422.1300049,65.84999847,63.38000107
